,vintage,dependents,branch_code,days_since_last_transaction,current_balance,previous_month_end_balance,average_monthly_balance_prevQ,average_monthly_balance_prevQ2,current_month_credit,previous_month_credit,current_month_debit,previous_month_debit,current_month_balance,previous_month_balance,customer_id,gender,occupation,customer_nw_category,age,city,churn
5447,5022.0,0.0,814.0,31.0,5438.61,5436.84,5437.14,5394.69,0.59,0.59,50.25,0.59,5437.73,5436.84,5799.0,Female,student,2.0,31.0,1525.0,0
5450,2468.0,0.0,173.0,60.0,12797.44,12797.44,12751.35,12519.65,0.07,0.07,0.07,0.07,12797.44,12797.44,5802.0,Male,self_employed,2.0,42.0,834.0,0
5451,2784.0,0.0,735.0,5.0,3999.93,4357.77,4232.56,2606.92,76.71,0.98,320.44,142.46,4008.02,4523.26,5803.0,Male,self_employed,3.0,35.0,658.0,0
5452,1910.0,0.0,805.0,220.0,2902.09,4643.64,4318.92,5528.18,0.13,0.13,1741.67,0.13,3572.72,4643.64,5804.0,Male,self_employed,2.0,51.0,1289.0,0
5453,1622.0,0.0,224.0,55.0,17016.07,18044.47,9640.2,181.36,0.27,13675.63,1031.6,5762.89,17661.21,11010.69,5805.0,Male,retired,2.0,69.0,491.0,0
5454,3458.0,2.0,125.0,42.0,3941.65,4314.84,4178.2,3715.55,0.29,288.86,42.69,3766.33,3995.65,4708.96,5806.0,Male,self_employed,3.0,45.0,295.0,0
5455,1094.0,0.0,3039.0,114.0,1910.86,2051.15,2488.53,2195.52,0.39,0.39,212.1,357.53,1952.73,2198.61,5807.0,Male,self_employed,3.0,33.0,1271.0,0
5456,849.0,0.0,313.0,112.0,6627.44,12109.75,12060.01,3479.77,0.16,0.16,5271.59,184.36,11179.04,12157.65,5808.0,Female,self_employed,3.0,50.0,1096.0,1
5457,987.0,0.0,1864.0,0.0,467.04,340.53,1893.15,995.86,330.1,2232.75,1245.29,4933.86,553.59,2457.53,5809.0,Male,salaried,2.0,28.0,334.0,1
5459,1137.0,0.0,1282.0,28.0,2100.96,2137.71,1792.55,1129.59,500.2,1000.2,528.77,0.2,2618.36,1621.58,5811.0,Male,self_employed,3.0,39.0,637.0,0
5460,2380.0,0.0,524.0,145.0,110.7,3682.13,2729.75,2431.47,0.1,0.1,3571.53,0.1,824.99,3682.13,5812.0,Female,salaried,2.0,33.0,1416.0,1
5461,5518.0,0.0,439.0,114.0,2816.77,2831.06,2832.0,2854.14,0.43,0.43,0.43,0.43,2817.76,2831.98,5814.0,Female,self_employed,2.0,28.0,1096.0,0
5465,1050.0,0.0,220.0,7.0,349.35,4991.79,3820.87,4507.15,7013.14,0.07,11655.59,0.07,1764.15,4991.79,5818.0,Male,self_employed,1.0,90.0,1598.0,1
5466,3067.0,2.0,637.0,45.0,10413.56,10413.56,6267.57,417.18,0.09,9428.66,0.09,169.2,10413.56,7429.94,5819.0,Male,self_employed,3.0,33.0,452.0,0
5468,5427.0,0.0,82.0,28.0,15310.39,12379.83,13784.04,11975.71,5714.56,71.7,2857.41,0.27,16689.7,12356.53,5821.0,Male,salaried,2.0,63.0,334.0,0
5475,2510.0,0.0,187.0,28.0,6683.62,4112.19,4795.92,3711.47,2572.07,0.64,0.64,0.64,6683.62,4037.61,5828.0,Male,self_employed,2.0,90.0,223.0,0
5477,3510.0,0.0,88.0,63.0,8453.37,8527.37,7266.93,4691.09,0.4,0.4,74.4,38.21,8465.42,8534.43,5830.0,Female,self_employed,1.0,58.0,1111.0,0
5479,979.0,0.0,2815.0,35.0,2863.27,4072.58,3183.5,4767.18,0.16,3446.5,285.87,1372.3,3570.53,3133.03,5832.0,Female,self_employed,2.0,81.0,146.0,0
5480,2077.0,0.0,1498.0,21.0,23404.08,24260.64,22800.14,21789.46,1429.26,3645.85,2335.81,368.4,23456.03,23208.51,5833.0,Male,self_employed,3.0,66.0,856.0,0
5481,1371.0,0.0,2429.0,7.0,1468.49,2737.46,3452.83,3284.87,1521.46,92.89,3019.0,1948.63,2565.15,3577.61,5835.0,Female,self_employed,3.0,64.0,1490.0,0
5482,2229.0,0.0,1303.0,24.0,430.34,6233.56,6270.52,5188.59,514.97,0.69,4875.34,0.69,5257.8,6240.02,5836.0,Male,self_employed,3.0,40.0,834.0,1
5483,1127.0,0.0,146.0,4.0,1141.24,1637.12,1768.82,1688.43,131.21,286.21,0.5,6.84,1144.86,1900.88,5837.0,Male,student,1.0,22.0,1525.0,0
5484,4059.0,0.0,1334.0,31.0,39982.58,39208.97,39208.87,36660.36,0.2,0.2,0.2,0.2,39982.58,39184.78,5838.0,Male,self_employed,2.0,50.0,61.0,0
5485,2475.0,0.0,2859.0,42.0,444.21,5757.06,1897.43,630.16,0.11,5167.08,6690.18,1844.08,794.98,3900.58,5839.0,Male,student,2.0,26.0,146.0,1
5486,739.0,0.0,2360.0,10.0,6499.05,5762.12,6088.81,6918.14,700.24,1428.81,143.1,428.81,5946.44,6108.07,5840.0,Female,self_employed,2.0,49.0,522.0,0
5487,5269.0,0.0,1.0,21.0,1575.8,1561.51,1565.13,1559.96,14.39,0.1,0.1,0.1,1572.35,1561.51,5841.0,Male,self_employed,1.0,69.0,1020.0,0
5488,666.0,2.0,925.0,59.0,10853.18,10253.6,10216.09,7036.06,0.17,0.91,428.74,641.97,10961.47,10431.96,5842.0,Female,salaried,2.0,52.0,1096.0,0
5489,244.0,0.0,285.0,31.0,786.77,786.77,2283.0,7130.87,0.51,0.51,0.51,0.51,786.77,786.77,5843.0,Male,self_employed,2.0,32.0,980.0,1
5490,975.0,0.0,158.0,172.0,1428.96,1800.39,1767.84,1842.04,0.37,0.37,357.51,171.8,1522.55,1857.07,5844.0,Male,student,2.0,15.0,409.0,0
5491,1043.0,0.0,1305.0,105.0,3046.23,3186.51,3140.16,728.85,0.66,0.66,143.51,0.66,3129.7,3177.29,5845.0,Female,self_employed,3.0,68.0,334.0,0
5492,679.0,0.0,138.0,76.0,2853.22,2853.22,2767.2,2292.14,0.6,0.6,0.6,0.6,2853.22,2853.22,5847.0,Female,self_employed,2.0,66.0,751.0,1
5493,2196.0,2.0,1280.0,28.0,3232.78,375.64,3305.52,11577.41,28571.79,0.36,25714.64,8823.99,5646.58,1886.37,5848.0,Male,self_employed,2.0,60.0,409.0,0
5496,1073.0,0.0,191.0,303.0,3068.68,3068.68,3068.68,3052.61,0.36,0.36,0.36,0.36,3068.68,3068.68,5851.0,Female,self_employed,1.0,48.0,1467.0,0
5500,1272.0,0.0,2076.0,31.0,2285.44,2285.44,2549.31,3209.62,0.1,0.1,0.1,249.61,2285.44,2440.34,5855.0,Female,self_employed,3.0,32.0,409.0,0
5502,3002.0,0.0,349.0,79.0,1754.68,436.16,1804.09,5439.84,0.13,0.13,1942.99,3685.84,1335.06,2038.33,5857.0,Male,self_employed,2.0,21.0,834.0,0
5503,6913.0,0.0,1317.0,63.0,5072.16,5584.24,9202.85,24745.03,0.11,0.11,512.19,0.11,5346.14,5584.24,5858.0,Male,self_employed,1.0,40.0,409.0,0
5504,1224.0,0.0,2840.0,13.0,1388.49,1188.49,1530.66,926.28,200.59,172.01,0.59,0.59,1285.05,1723.06,5859.0,Female,student,1.0,19.0,409.0,0
5505,1988.0,0.0,604.0,6.0,4186.18,2971.9,3057.57,1310.59,1214.71,19.71,0.43,0.43,3265.0,2955.1,5860.0,Female,salaried,2.0,51.0,494.0,0
5506,626.0,0.0,1115.0,31.0,2828.44,3010.11,2900.23,627.49,0.57,0.57,182.25,57.34,2887.19,3057.73,5861.0,Female,self_employed,3.0,27.0,1232.0,0
5508,824.0,0.0,466.0,14.0,1631.85,1475.77,1772.66,1705.56,5856.56,0.64,5700.47,189.66,2041.1,1612.09,5863.0,Male,retired,3.0,60.0,834.0,0
5509,1945.0,0.0,1271.0,31.0,2217.14,2223.86,2254.41,2346.27,0.56,0.56,153.02,0.56,2184.21,2272.52,5865.0,Male,salaried,2.0,65.0,834.0,0
5510,398.0,0.0,3153.0,31.0,4469.05,4469.05,5139.16,6099.42,0.14,0.14,0.14,0.14,4469.05,5151.78,5866.0,Male,retired,2.0,63.0,1487.0,0
5511,1731.0,0.0,1502.0,300.0,1960.59,1960.59,1960.59,1949.9,0.67,0.67,0.67,0.67,1960.59,1960.59,5868.0,Male,student,2.0,16.0,856.0,0
5514,1278.0,2.0,2516.0,17.0,6808.07,4101.31,10196.54,34903.56,7643.15,0.43,3484.42,5595.5,7787.22,5512.16,5871.0,Female,self_employed,3.0,42.0,1322.0,0
5515,5865.0,0.0,61.0,31.0,2243.56,2245.34,2328.47,4528.27,0.07,0.07,1.86,170.41,2243.62,2326.09,5872.0,Female,self_employed,3.0,77.0,1150.0,0
5518,5183.0,0.0,47.0,168.0,6563.57,6563.57,6606.61,6158.7,0.34,0.34,0.34,0.34,6563.57,6563.57,5876.0,Male,self_employed,2.0,77.0,1020.0,1
5519,2007.0,0.0,1088.0,307.0,2690.17,3118.74,3118.31,4135.34,0.44,0.44,429.01,71.87,2813.32,3125.65,5877.0,Female,retired,2.0,79.0,834.0,0
5520,4867.0,0.0,178.0,61.0,1519.9,1882.51,2031.66,937.8,0.61,0.61,0.61,0.61,1657.28,2005.26,5879.0,Male,retired,3.0,82.0,1348.0,0
5521,5961.0,0.0,86.0,14.0,2831.46,2842.47,2816.65,2703.7,5.76,0.41,0.41,0.41,2842.8,2805.44,5880.0,Male,self_employed,3.0,57.0,1020.0,0
5523,4274.0,0.0,137.0,3.0,2018.14,919.28,2878.6,5290.63,1195.93,1541.5,75.36,839.79,1509.13,702.23,5882.0,Female,self_employed,3.0,39.0,224.0,0
5524,775.0,1.0,710.0,0.0,4116.44,2970.96,3370.87,3173.9,2267.09,1288.6,1124.18,1821.46,4107.42,3067.12,5883.0,Male,self_employed,2.0,60.0,1141.0,0
5525,2185.0,0.0,141.0,31.0,61763.42,61763.42,61763.42,59397.49,0.54,0.54,0.54,0.54,61763.42,61763.42,5884.0,Male,self_employed,2.0,64.0,334.0,0
5526,781.0,0.0,89.0,49.0,961.71,1347.43,1573.08,1497.09,0.24,714.53,643.1,1969.36,1121.32,1610.64,5885.0,Female,self_employed,2.0,45.0,834.0,0
5528,1158.0,0.0,2712.0,60.0,2114.9,2114.9,1518.35,125.68,0.03,0.03,0.03,0.03,2114.9,2114.9,5888.0,Male,salaried,3.0,30.0,376.0,0
5531,292.0,0.0,2311.0,282.0,2635.68,2635.68,2668.48,2870.72,0.47,0.47,0.47,0.47,2635.68,2635.68,5891.0,Male,self_employed,2.0,41.0,394.0,1
5532,5983.0,0.0,19.0,45.0,1585.56,1585.56,1451.15,1085.24,0.11,785.83,0.11,428.69,1585.56,1539.48,5892.0,Male,student,1.0,17.0,1020.0,0
5533,1583.0,0.0,54.0,27.0,3144.63,999.74,2070.32,1249.89,2143.31,0.46,0.46,2286.17,2996.21,1223.78,5893.0,Female,self_employed,2.0,80.0,15.0,0
5534,598.0,0.0,2539.0,0.0,7460.25,4208.32,4414.78,5110.13,3357.39,0.24,157.26,379.48,4388.67,4448.32,5894.0,Male,salaried,2.0,36.0,1477.0,0
5535,2168.0,1.0,134.0,5.0,10677.39,33277.04,36798.58,74475.26,14286.1,7.11,15374.76,4449.51,24503.47,34641.64,5895.0,Male,self_employed,1.0,45.0,1096.0,0
5538,1091.0,0.0,596.0,5.0,2487.01,2744.44,1866.42,909.48,107.27,1920.49,364.41,198.96,2691.2,1977.88,5898.0,Male,self_employed,3.0,24.0,904.0,0
5543,443.0,0.0,189.0,54.0,8450.72,8446.91,8187.5,32541.35,0.21,1428.79,0.21,3001.11,8450.72,10000.59,5903.0,Male,self_employed,1.0,54.0,572.0,0
5545,581.0,0.0,1821.0,182.0,5423.27,5423.27,5423.27,3776.93,0.44,0.44,0.44,0.44,5423.27,5423.27,5905.0,Female,self_employed,3.0,40.0,372.0,0
5546,1447.0,0.0,2641.0,228.0,2298.84,2294.88,2295.25,2276.14,0.47,0.47,0.47,0.47,2298.29,2294.88,5906.0,Male,self_employed,3.0,66.0,797.0,0
5547,2817.0,0.0,358.0,228.0,1471.33,1471.33,1471.33,1463.6,0.49,0.49,0.49,0.49,1471.33,1471.33,5907.0,Male,student,3.0,13.0,1020.0,0
5549,2420.0,0.0,82.0,47.0,2916.76,2916.76,2938.52,2930.03,0.41,2.49,0.41,28.3,2916.76,2932.99,5910.0,Female,salaried,2.0,36.0,334.0,0
5550,1449.0,0.0,578.0,31.0,9454.81,9454.81,9454.81,9400.86,0.56,0.56,0.56,0.56,9454.81,9454.81,5911.0,Male,retired,2.0,81.0,1096.0,0
5552,1582.0,2.0,2195.0,70.0,1414.3,1570.56,1547.18,1546.16,0.07,0.07,142.93,0.07,1446.33,1582.13,5914.0,Male,self_employed,3.0,48.0,1168.0,0
5555,593.0,0.0,2879.0,88.0,1731.86,1729.26,1719.66,1415.84,0.56,0.56,0.56,0.56,1731.59,1729.26,5918.0,Female,student,2.0,22.0,61.0,0
5556,547.0,2.0,1829.0,49.0,4902.08,6326.91,6100.61,7500.27,0.56,143.41,0.56,571.99,5443.95,6391.43,5919.0,Male,self_employed,3.0,36.0,1401.0,0
5558,1392.0,0.0,132.0,195.0,3146.29,3146.29,3146.29,3344.5,0.4,0.4,0.4,0.4,3146.29,3146.29,5921.0,Female,self_employed,2.0,25.0,409.0,0
5559,1557.0,0.0,522.0,11.0,6810.57,6487.44,6128.67,3708.03,286.06,714.63,143.2,0.34,6608.37,6074.54,5922.0,Female,self_employed,2.0,70.0,1020.0,0
5560,5941.0,0.0,1241.0,178.0,2601.77,2601.77,2601.77,2585.25,0.46,0.46,0.46,0.46,2601.77,2601.77,5923.0,Female,self_employed,2.0,40.0,169.0,0
5561,1405.0,1.0,1002.0,13.0,8858.94,7616.08,7582.07,4535.51,1686.03,1686.03,1428.89,714.6,8320.76,7514.93,5924.0,Female,salaried,3.0,66.0,1096.0,0
5563,1815.0,0.0,527.0,182.0,10703.01,10845.87,10913.67,11947.13,0.5,0.5,0.5,0.5,10771.98,10910.39,5926.0,Male,self_employed,3.0,56.0,604.0,0
5564,4679.0,0.0,174.0,31.0,2831.95,2831.95,2831.95,2819.71,0.07,0.07,0.07,0.07,2831.95,2831.95,5927.0,Male,self_employed,3.0,58.0,834.0,0
5565,2539.0,3.0,408.0,31.0,2448.99,2448.99,2448.99,1096.11,0.33,0.33,0.33,0.33,2448.99,2448.99,5928.0,Male,salaried,2.0,46.0,1525.0,0
5566,5770.0,2.0,47.0,5.0,16153.51,34616.08,13226.8,8184.68,661.97,46366.35,21635.94,9525.23,21506.31,9764.48,5929.0,Male,self_employed,1.0,56.0,1020.0,0
5569,2789.0,0.0,278.0,163.0,3607.69,3607.69,3436.06,1457.51,0.4,0.4,0.4,43.26,3607.69,3638.1,5932.0,Female,retired,3.0,64.0,563.0,0
5570,611.0,2.0,1310.0,5.0,4520.21,2793.9,6136.45,3110.42,315.04,0.2,1448.39,7828.61,5169.11,3564.47,5933.0,Male,self_employed,2.0,49.0,905.0,0
5571,1691.0,0.0,1472.0,96.0,3879.62,3879.62,3878.69,3717.93,0.21,0.21,0.21,0.21,3879.62,3879.62,5934.0,Female,salaried,2.0,51.0,146.0,0
5573,2379.0,2.0,989.0,9.0,5301.48,4499.28,4354.84,5373.76,1512.1,788.41,1281.33,424.19,5083.29,4026.82,5936.0,Male,self_employed,3.0,29.0,447.0,0
5574,648.0,0.0,2734.0,5.0,2830.23,2672.36,2468.96,1829.8,87.04,87.11,186.31,143.46,2632.61,2434.86,5937.0,Female,self_employed,2.0,85.0,834.0,0
5579,3639.0,0.0,176.0,31.0,3434.42,3434.55,3497.83,3647.14,0.16,0.16,0.16,0.16,3434.53,3438.93,5942.0,Female,self_employed,2.0,61.0,1322.0,0
5580,3652.0,3.0,1241.0,8.0,38530.19,54165.99,56367.53,58245.17,36440.31,7562.64,52076.12,13534.59,47360.69,60037.19,5943.0,Male,salaried,2.0,53.0,169.0,0
5581,1222.0,1.0,2272.0,31.0,7224.52,7344.96,7362.9,7451.49,0.14,0.14,106.29,38.53,7266.05,7383.58,5944.0,Female,self_employed,3.0,32.0,372.0,1
5585,803.0,0.0,700.0,221.0,2728.99,3028.99,3231.35,3703.41,0.3,0.3,371.73,709.58,2852.14,3247.42,5948.0,Female,student,2.0,21.0,623.0,0
5588,1829.0,0.0,1918.0,31.0,2164.93,2164.93,2207.89,1955.29,0.23,0.23,0.23,65.66,2164.93,2226.14,5951.0,Male,self_employed,2.0,90.0,1584.0,0
5589,2254.0,0.0,316.0,28.0,4866.35,4645.91,4547.61,3877.77,714.64,714.64,479.91,0.36,5049.19,4635.31,5952.0,Female,self_employed,2.0,42.0,371.0,0
5590,2085.0,0.0,1913.0,11.0,2999.76,2990.05,3231.06,3560.54,28.89,116.91,28.89,629.6,2995.74,3194.71,5953.0,Male,self_employed,2.0,48.0,1406.0,0
5592,315.0,0.0,307.0,23.0,4701.86,7559.0,7263.43,5476.19,4286.4,0.69,7143.54,0.69,6672.3,7559.0,5955.0,Male,self_employed,1.0,90.0,1004.0,0
5593,552.0,3.0,3663.0,81.0,1660.84,1660.84,8081.35,56760.78,0.56,0.56,7857.7,5000.56,2202.71,2812.91,5956.0,Male,self_employed,2.0,30.0,575.0,1
5596,6031.0,0.0,202.0,79.0,2910.9,2840.03,3305.29,3789.14,0.24,0.24,0.24,0.24,2873.2,3281.8,5960.0,Male,retired,2.0,75.0,834.0,0
5598,4244.0,0.0,247.0,20.0,4857.75,4447.18,4503.68,4493.19,286.36,0.64,325.79,377.2,4780.89,4479.33,5962.0,Male,self_employed,2.0,66.0,409.0,0
5599,1351.0,0.0,402.0,220.0,567.82,567.82,5601.51,11887.63,0.19,0.19,0.19,11428.76,567.82,4254.46,5963.0,Female,student,2.0,8.0,834.0,1
5600,1115.0,0.0,17.0,31.0,5834.44,5856.03,6583.7,8739.03,0.57,0.57,36.44,1544.8,5840.67,6438.75,5964.0,Female,self_employed,1.0,57.0,334.0,0
5602,1033.0,0.0,2564.0,4.0,11757.73,10667.55,10473.34,9912.59,1100.49,848.34,0.5,214.77,11462.04,10497.74,5966.0,Male,salaried,2.0,37.0,69.0,0
5604,3094.0,0.0,273.0,31.0,5076.3,4849.27,4871.44,4508.64,0.67,0.67,0.67,0.67,4981.94,4818.28,5968.0,Male,self_employed,2.0,90.0,1096.0,0
5606,906.0,0.0,68.0,31.0,1500.35,1500.35,1500.35,2219.13,0.09,0.09,0.09,0.09,1500.35,1500.35,5970.0,Male,self_employed,2.0,57.0,221.0,0
5608,1987.0,0.0,62.0,45.0,1045.88,1045.88,1543.65,71.52,0.51,1470.17,0.51,18571.94,1045.88,3564.07,5972.0,Female,self_employed,2.0,47.0,241.0,0
5610,1050.0,0.0,2851.0,59.0,1146.1,1423.82,1737.85,3327.09,0.16,1428.73,571.59,0.16,1272.54,1378.17,5974.0,Male,self_employed,3.0,25.0,1181.0,1
5613,482.0,0.0,2850.0,1.0,5381.64,866.28,1919.16,517.85,4537.3,0.51,43.37,7124.37,3219.42,2132.96,5977.0,Male,self_employed,3.0,57.0,146.0,0
5616,1094.0,2.0,438.0,98.0,912.74,1675.38,1790.81,2125.64,0.3,0.3,480.16,470.16,994.54,1748.5,5980.0,Male,self_employed,1.0,32.0,1096.0,0
5619,1971.0,0.0,1466.0,192.0,4936.62,9222.34,8680.46,9408.99,0.19,0.19,4285.9,0.19,7596.72,9222.34,5983.0,Male,salaried,2.0,29.0,491.0,0
5620,1432.0,0.0,737.0,31.0,5917.36,5917.36,5917.36,5880.65,0.06,0.06,0.06,0.06,5917.36,5917.36,5984.0,Male,self_employed,2.0,90.0,1597.0,0
5621,1298.0,0.0,397.0,70.0,1492.37,1849.52,1564.25,766.89,0.11,0.11,714.4,0.11,1566.27,1845.82,5985.0,Male,self_employed,3.0,46.0,646.0,0
5623,346.0,0.0,545.0,310.0,11708.26,11708.26,11800.43,11927.41,0.21,0.21,0.21,0.21,11708.26,11708.26,5987.0,Female,self_employed,1.0,38.0,1388.0,0
5626,3996.0,2.0,353.0,28.0,2815.88,3199.22,3080.96,3132.3,77.1,807.74,450.47,376.61,3198.51,2914.12,5990.0,Male,retired,2.0,81.0,146.0,0
5627,4087.0,0.0,93.0,24.0,5110.66,4632.08,4434.95,3950.79,264.33,428.61,0.04,0.04,4911.64,4397.06,5991.0,Male,self_employed,3.0,45.0,491.0,0
5628,5548.0,0.0,47.0,87.0,15975.9,16404.47,16681.2,29404.83,0.46,0.46,0.46,80.54,16108.9,16579.72,5993.0,Male,salaried,1.0,52.0,1020.0,0
5631,2968.0,0.0,460.0,31.0,1681.86,1681.86,1681.86,1671.21,0.29,0.29,0.29,0.29,1681.86,1681.86,5996.0,Male,salaried,3.0,38.0,834.0,0
5632,765.0,0.0,1767.0,83.0,1419.29,1576.08,2073.24,2762.63,0.43,0.43,178.48,1530.37,1481.99,2279.19,5997.0,Female,student,3.0,20.0,834.0,1
5634,533.0,0.0,2542.0,14.0,2616.72,2895.85,2630.06,3188.29,1847.18,2113.59,3454.89,6691.67,2993.11,1645.09,6000.0,Female,self_employed,2.0,50.0,243.0,0
5635,627.0,0.0,2251.0,75.0,3240.42,3361.85,3243.33,4312.21,0.1,0.1,121.53,0.1,3252.99,3368.51,6001.0,Female,self_employed,3.0,33.0,388.0,0
5638,1794.0,0.0,328.0,31.0,458.73,458.73,3461.56,3203.33,0.24,0.24,0.24,7143.1,458.73,3454.12,6004.0,Female,self_employed,3.0,62.0,1096.0,1
5639,2077.0,0.0,1718.0,75.0,4122.2,4479.34,4321.67,3485.14,0.04,0.04,642.9,0.04,4136.98,4505.57,6006.0,Male,self_employed,2.0,30.0,575.0,0
5643,5802.0,2.0,74.0,3.0,2705.49,2034.06,2600.35,3407.33,2857.53,0.39,43.24,907.8,2247.36,2413.76,6010.0,Male,self_employed,2.0,57.0,1439.0,0
5647,976.0,0.0,2697.0,26.0,2445.7,2159.99,1660.33,3257.26,286.41,2000.7,0.7,0.7,2426.0,2095.47,6015.0,Female,self_employed,1.0,41.0,834.0,0
5651,1872.0,0.0,3029.0,9.0,761.49,15796.58,14103.76,14218.95,616.66,0.2,15651.76,0.2,10718.11,15796.58,6020.0,Female,self_employed,2.0,78.0,318.0,1
5654,4815.0,0.0,89.0,0.0,1571.01,1943.36,1785.13,3890.86,450.57,365.73,1197.89,626.61,1805.05,1876.99,6023.0,Male,student,1.0,25.0,1096.0,0
5655,2235.0,0.0,1098.0,111.0,4122.3,4529.44,4262.24,3529.92,0.24,0.24,407.39,2928.81,4424.02,4778.61,6024.0,Female,self_employed,2.0,40.0,575.0,0
5656,661.0,0.0,2561.0,143.0,3964.99,3964.99,3964.99,3923.95,0.01,0.01,0.01,0.01,3964.99,3964.99,6025.0,Male,salaried,3.0,29.0,1258.0,0
5658,1358.0,0.0,1631.0,42.0,967.0,3034.82,2080.55,1893.82,0.04,57009.19,2293.1,56338.11,1379.83,3780.98,6028.0,Male,self_employed,2.0,43.0,797.0,0
5659,1991.0,0.0,1112.0,21.0,3275.62,2923.88,2823.72,1636.71,352.39,352.39,0.64,0.64,3190.72,2810.41,6029.0,Female,self_employed,1.0,44.0,904.0,0
5660,5952.0,0.0,452.0,133.0,6052.78,6033.33,6252.55,7704.19,0.13,0.13,0.13,355.31,6037.45,6329.23,6031.0,Male,self_employed,2.0,73.0,834.0,0
5661,868.0,2.0,218.0,13.0,2663.25,461.08,2017.52,2511.4,3896.0,1304.57,2179.18,2910.63,2567.94,962.41,6032.0,Female,salaried,1.0,26.0,623.0,0
5662,1109.0,0.0,235.0,31.0,15184.19,15184.19,15184.19,15144.53,0.19,0.19,0.19,0.19,15184.19,15184.19,6033.0,Male,self_employed,3.0,46.0,1181.0,0
5663,759.0,0.0,127.0,27.0,2711.36,7161.66,9589.82,15192.77,45714.87,0.59,50165.17,7219.51,4654.67,9526.16,6034.0,Male,self_employed,1.0,90.0,745.0,0
5664,3472.0,0.0,287.0,0.0,1650.19,2956.74,1729.19,1671.7,4841.01,6581.73,2007.44,3000.3,1924.25,1909.06,6035.0,Male,self_employed,3.0,90.0,409.0,0
5665,3188.0,0.0,1375.0,25.0,1423.24,1437.58,5393.29,2290.28,28571.59,0.16,28571.59,0.16,7340.01,1442.65,6036.0,Female,self_employed,2.0,64.0,1096.0,1
5667,1852.0,0.0,272.0,52.0,3593.03,980.39,3464.84,3729.58,0.6,32429.17,180.81,32599.03,2832.31,2959.1,6038.0,Male,retired,2.0,69.0,409.0,0
5669,213.0,0.0,123.0,20.0,2535.25,2522.98,2046.52,1467.79,12.75,1573.53,0.49,0.49,2531.86,1863.32,6040.0,Female,self_employed,2.0,22.0,914.0,0
5670,1343.0,0.0,399.0,121.0,15129.65,15129.65,15126.19,6235.36,0.61,0.61,0.61,0.61,15129.65,15120.88,6041.0,Male,self_employed,3.0,90.0,578.0,1
5671,1753.0,0.0,1982.0,121.0,2851.55,2880.12,3333.17,4158.25,0.37,0.37,28.94,24.48,2873.23,3093.0,6042.0,Male,self_employed,2.0,33.0,759.0,0
5672,2103.0,0.0,1337.0,131.0,5979.21,5979.21,5979.21,5925.87,0.54,0.54,0.54,0.54,5979.21,5979.21,6043.0,Male,retired,2.0,68.0,15.0,0
5673,2016.0,0.0,1284.0,4.0,2853.58,433.54,1676.54,3211.49,4126.89,1091.61,1389.51,1497.96,1573.92,1426.63,6044.0,Female,salaried,3.0,42.0,623.0,0
5674,7094.0,0.0,1216.0,292.0,6329.17,6329.17,6329.17,6293.14,0.64,0.64,0.64,0.64,6329.17,6329.17,6045.0,Male,self_employed,1.0,90.0,334.0,0
5675,1781.0,0.0,1770.0,182.0,4037.13,4179.98,4079.64,3798.51,0.26,0.26,285.97,0.26,4091.31,4179.98,6046.0,Male,salaried,2.0,36.0,337.0,0
5678,548.0,0.0,81.0,31.0,5561.99,5776.27,5933.64,2586.86,0.1,0.1,214.39,408.67,5561.99,5848.99,6049.0,Female,retired,3.0,67.0,623.0,0
5679,2659.0,0.0,68.0,31.0,1525.31,1525.31,1525.31,1515.65,0.59,0.59,0.59,0.59,1525.31,1525.31,6050.0,Male,student,2.0,16.0,834.0,0
5680,1628.0,0.0,1399.0,168.0,464.75,821.9,1550.35,786.93,0.34,0.34,357.49,1071.77,723.37,1513.14,6051.0,Male,salaried,3.0,59.0,407.0,1
5681,3493.0,2.0,1432.0,52.0,1912.77,3675.07,2588.24,3403.69,0.36,4443.21,2553.71,3367.25,2875.61,3687.7,6052.0,Male,self_employed,2.0,33.0,1646.0,1
5684,1515.0,0.0,2296.0,17.0,63.5,1489.24,1673.58,6341.43,4288.97,564.71,5714.71,0.43,2570.72,1101.92,6055.0,Male,salaried,2.0,63.0,207.0,0
5685,3348.0,0.0,247.0,294.0,2314.66,4796.07,4033.83,2233.23,0.37,0.37,2896.77,1428.94,4473.84,3444.19,6056.0,Male,self_employed,2.0,31.0,409.0,1
5689,946.0,0.0,1995.0,31.0,5950.53,6093.39,3833.33,765.07,0.47,0.47,143.33,1571.9,6063.83,4666.19,6061.0,Male,retired,2.0,62.0,623.0,0
5690,988.0,0.0,3360.0,208.0,1488.81,2948.01,2250.44,1385.76,0.07,0.07,1428.64,0.07,3073.97,2127.51,6062.0,Male,salaried,3.0,56.0,1085.0,0
5692,2802.0,0.0,765.0,10.0,3980.54,3295.31,3265.31,3643.2,1456.94,0.27,785.99,0.27,3969.02,3286.89,6064.0,Male,salaried,2.0,33.0,213.0,0
5694,642.0,0.0,136.0,7.0,1748.53,1791.39,1905.6,1218.22,28.9,0.33,57.47,286.04,1787.94,2066.04,6068.0,Female,student,3.0,2.0,334.0,0
5695,1758.0,0.0,84.0,14.0,4505.31,923.77,1640.66,2753.1,4837.56,1751.84,1186.07,1388.6,2979.3,1191.94,6069.0,Female,self_employed,2.0,52.0,1020.0,0
